,Imbalanced nutrition less than body requirements: inadequate nutritional intake related to dysphagia and impaired swallowing after stroke (NANDA-I 00002),Impaired swallowing: abnormal functioning of swallowing mechanism compromising nutrition and airway protection due to neurological deficit (NANDA-I 00103),Risk for aspiration: susceptibility to entry of secretions into tracheobronchial passages due to impaired swallowing and reduced consciousness (NANDA-I 00039),Impaired urinary elimination: dysfunction of urinary elimination related to neurogenic bladder dysfunction after stroke (NANDA-I 00016),Constipation: decrease in normal bowel movement frequency and consistency related to immobility and neurological dysfunction (NANDA-I 00011),Impaired gas exchange: excess or deficit in oxygenation and carbon dioxide elimination related to ventilation-perfusion imbalance (NANDA-I 00030),Ineffective airway clearance: inability to clear secretions from respiratory tract due to reduced consciousness and neuromuscular dysfunction (NANDA-I 00031),Impaired physical mobility: limitation in independent purposeful physical movement related to neurological impairment and hemiplegia (NANDA-I 00085),Fatigue: overwhelming sustained sense of exhaustion and decreased capacity for physical and mental work related to neurological disease (NANDA-I 00093),Disturbed sleep pattern: time-limited disruption of sleep amount and quality related to hospitalization neurological symptoms and pain (NANDA-I 00198),Bathing self-care deficit: impaired ability to independently perform bathing and hygiene activities related to hemiplegia and motor deficit (NANDA-I 00108),Dressing self-care deficit: impaired ability to dress and undress independently related to motor and sensory deficit after stroke (NANDA-I 00109),Risk for disuse syndrome: susceptibility to deterioration of body systems related to prescribed or unavoidable musculoskeletal inactivity (NANDA-I 00040),Decreased cardiac output: inadequate quantity of blood pumped by heart to meet metabolic demands of body related to cardiac dysfunction (NANDA-I 00029),Acute confusion: abrupt onset of reversible disturbances of consciousness attention cognition and perception related to neuroinflammation and cerebral ischemia (NANDA-I 00128),Impaired verbal communication: decreased ability to receive process transmit and use a system of symbols related to aphasia after stroke (NANDA-I 00051),Impaired memory: inability to recall or retrieve bits of information or behavioral skills related to neurological damage from cerebral ischemia (NANDA-I 00131),Decreased intracranial adaptive capacity: intracranial fluid dynamic mechanisms compromised resulting in repeated disproportionate increases in intracranial pressure (NANDA-I 00049),Hopelessness: subjective state in which individual sees limited or no alternatives or personal choices and is unable to mobilize energy related to neurological disability (NANDA-I 00124),Powerlessness: lived experience of lack of control over a situation including a perception that one's actions do not significantly affect outcome related to stroke-induced dependency (NANDA-I 00125),Disturbed body image: confusion in mental picture of one's physical self related to functional and physical loss after stroke and hemiplegia (NANDA-I 00118),Caregiver role strain: difficulty in performing the family caregiver role related to complexity duration and demands of post-stroke care (NANDA-I 00061),Interrupted family processes: change in family relationships and functioning related to acute illness and hospitalization of family member (NANDA-I 00060),Anxiety: vague uneasy feeling of discomfort or dread accompanied by autonomic response related to neurological deficit uncertainty and loss of independence (NANDA-I 00146),Fear: response to perceived threat that is consciously recognized as a danger related to disability dependency and uncertain prognosis (NANDA-I 00148),Grieving: functional process that includes emotional physical spiritual social and intellectual responses related to loss of neurological function and previous lifestyle (NANDA-I 00136),Risk for infection: susceptibility to invasion and multiplication of pathogenic organisms related to immunosuppression immobility and invasive procedures (NANDA-I 00004),Ineffective protection: decrease in ability to guard self from internal or external threats related to altered immune response and impaired adaptive immunity (NANDA-I 00043),Risk for injury: susceptibility to physical damage due to sensory and motor deficit impaired balance and altered consciousness after stroke (NANDA-I 00035),Risk for falls: susceptibility to falling that may cause physical harm and health deterioration related to neurological impairment and altered gait (NANDA-I 00155),Risk for pressure injury: susceptibility to localized damage to skin and underlying tissue usually over bony prominence related to immobility and sensory deficit (NANDA-I 00249),Hyperthermia: core body temperature above normal diurnal range related to systemic inflammatory response and post-stroke infection (NANDA-I 00007),Risk for thrombus: susceptibility to obstruction of a blood vessel by a thrombus that can cause ischemia necrosis and death related to immobility after stroke (NANDA-I 00291),Impaired tissue integrity: damage to mucous membrane corneal integumentary or subcutaneous tissues related to ischemic injury and impaired circulation (NANDA-I 00044),Acute pain: unpleasant sensory and emotional experience associated with actual or potential tissue damage related to neurological injury and post-stroke pain (NANDA-I 00132),Impaired comfort: perceived lack of ease relief and transcendence in physical psychospiritual environmental and social dimensions related to neurological symptoms (NANDA-I 00214),Ineffective peripheral tissue perfusion: decrease in blood circulation to the periphery that may compromise health related to vascular dysfunction and immobility (NANDA-I 00204),Risk for ineffective cerebral tissue perfusion: susceptibility to decrease in cerebral tissue circulation related to cerebral ischemia edema and blood-brain barrier disruption (NANDA-I 00201)
Adaptive immunity,0.52452636,0.5256022,0.5504528,0.54361105,0.52190375,0.5437129,0.52201426,0.53573203,0.5097643,0.50712365,0.52676916,0.5398383,0.6108805,0.43946123,0.51571727,0.6014515,0.5063213,0.59604156,0.553023,0.5339019,0.48322743,0.5249113,0.5117348,0.5013517,0.5748778,0.51328075,0.69121045,0.7004278,0.52366376,0.5367841,0.5563586,0.5523329,0.5243854,0.52233934,0.47940707,0.55678993,0.5090468,0.5076511
Lymphocyte differentiation,0.50353456,0.51677567,0.5258253,0.54783905,0.546087,0.47931516,0.5366209,0.5059677,0.53123516,0.5215695,0.4989375,0.49667278,0.4983492,0.47036356,0.53033805,0.5069809,0.4956144,0.549768,0.4843495,0.47417974,0.4817077,0.49963373,0.5138797,0.51872313,0.4827789,0.5088512,0.50423276,0.46986413,0.4425838,0.4748091,0.46900362,0.54540163,0.5285399,0.54778135,0.47578782,0.53583556,0.5510489,0.5113195
Lymphocyte activation,0.42586583,0.46064857,0.47799373,0.52167785,0.50172925,0.4149325,0.46726245,0.4668665,0.5019636,0.4914328,0.46015257,0.4562114,0.47489488,0.42453092,0.4958497,0.4850096,0.4536997,0.531264,0.44996253,0.4470392,0.45350057,0.46784866,0.4857027,0.48999196,0.44821632,0.4659928,0.4857915,0.4467398,0.40648717,0.4377271,0.4479851,0.52809525,0.52028054,0.4998808,0.46424824,0.48141062,0.49182138,0.46891904
Adaptive immune response,0.470935,0.49193454,0.5131283,0.54244494,0.47889268,0.5104573,0.50085497,0.49752945,0.4899469,0.49175268,0.4908604,0.5006996,0.58386385,0.4545151,0.51315886,0.5453014,0.48218608,0.555277,0.48724645,0.49469778,0.4916693,0.4729532,0.5007107,0.4930635,0.5192781,0.48456433,0.5958111,0.65187174,0.5178793,0.49718475,0.542059,0.5758879,0.51297045,0.49726784,0.4861456,0.4894298,0.4839755,0.52493614
Positive regulation of immune system process,0.53141725,0.56415886,0.5774368,0.62441707,0.54007745,0.5846015,0.5537045,0.58571273,0.6132609,0.576577,0.5723376,0.623786,0.6543876,0.59629864,0.5940357,0.66668963,0.5741757,0.6207458,0.6164611,0.6732473,0.59762084,0.60353637,0.6463762,0.59966886,0.5990988,0.63979536,0.6703936,0.67934656,0.62098783,0.5820794,0.6623049,0.668309,0.6555827,0.5987019,0.5921502,0.6135289,0.6338803,0.6476849
Immune response,0.40255624,0.39044127,0.40505326,0.46288204,0.41679692,0.43982852,0.3896748,0.43242142,0.44765103,0.43049204,0.42343187,0.44909608,0.47176784,0.44061196,0.43313622,0.48260173,0.38274997,0.48535842,0.40839154,0.4654833,0.45828533,0.43883538,0.45285618,0.43621957,0.46621698,0.44589427,0.5258169,0.55735743,0.45955145,0.42695585,0.48297197,0.53256714,0.45895666,0.4310812,0.43951762,0.4203912,0.45599487,0.46836436
Side of membrane,0.4587905,0.4891415,0.5275802,0.5224641,0.46594474,0.44615257,0.4835488,0.4510364,0.5023089,0.45589784,0.45479402,0.45727968,0.49986452,0.4875999,0.44780922,0.47947803,0.41045374,0.44014156,0.42454767,0.49885058,0.51348597,0.47009146,0.48673072,0.44163808,0.43561065,0.44906276,0.4621771,0.4349447,0.45783824,0.44973445,0.45754305,0.469464,0.48608643,0.5155302,0.4467241,0.4634092,0.50493854,0.4590872
B cell receptor complex,0.39770973,0.39835638,0.36333555,0.43006554,0.37340575,0.43465692,0.37977898,0.38623983,0.41745427,0.4220761,0.37433144,0.39054585,0.38668996,0.45901784,0.43482137,0.46530408,0.3891918,0.43128926,0.36239737,0.414082,0.43943956,0.44689542,0.45232177,0.42606086,0.41085455,0.42282784,0.42914718,0.42760807,0.4512617,0.38440487,0.4165606,0.47771984,0.45096132,0.4204249,0.45059618,0.41367278,0.46133837,0.51256853
External side of plasma membrane,0.49284548,0.4918997,0.5240245,0.5700989,0.49206746,0.53366226,0.458487,0.51406384,0.55336595,0.5237746,0.51275194,0.52182674,0.5403353,0.56790864,0.5297298,0.55331415,0.44923556,0.5694159,0.5069086,0.5709287,0.5850999,0.5535345,0.57111967,0.50348365,0.5229524,0.52324516,0.5211245,0.5272303,0.5282343,0.50271916,0.5493535,0.5507122,0.5582462,0.56171364,0.535802,0.5329599,0.5593275,0.5637042
Immunoreceptor tyrosine-based activation motif,0.5532658,0.57019496,0.60273445,0.5911231,0.583372,0.64254653,0.5574671,0.63356566,0.6338538,0.63433045,0.62267506,0.6469358,0.67779845,0.5344394,0.66026044,0.6928174,0.6168254,0.6858262,0.60043174,0.63626933,0.63936937,0.61105937,0.5803757,0.6214511,0.624636,0.61318266,0.68096876,0.6671642,0.6395058,0.6199944,0.65137076,0.63207483,0.59539306,0.60461074,0.616069,0.6644914,0.60175294,0.66287553
T cell differentiation,0.48235768,0.4798129,0.48591173,0.5078973,0.4995144,0.53952456,0.49679667,0.49399036,0.51553774,0.530459,0.48954877,0.49548322,0.4976772,0.49675614,0.5052888,0.52381504,0.4874246,0.50484514,0.4718455,0.4805789,0.51730144,0.48947096,0.51503986,0.4723016,0.4719265,0.5181785,0.48970807,0.47872034,0.5029331,0.487505,0.5069976,0.5306601,0.5074606,0.5013559,0.47778463,0.5294517,0.5099722,0.5605711
B cell proliferation,0.49650216,0.47065735,0.4796461,0.48625958,0.4561196,0.5556711,0.45847124,0.46615767,0.49073625,0.44338173,0.4497719,0.4306891,0.49799395,0.4918529,0.490835,0.526064,0.4371993,0.5326194,0.48146898,0.48743784,0.49431086,0.53800356,0.50763446,0.46111512,0.5298416,0.4981227,0.55189025,0.53417003,0.4613157,0.45636544,0.4967992,0.50503564,0.53949434,0.4664896,0.43749633,0.5002141,0.52054733,0.5255569
B cell activation,0.36511785,0.361059,0.38452289,0.43038994,0.37809396,0.43900007,0.3674458,0.40571618,0.41932473,0.4361503,0.3938169,0.39191842,0.40925902,0.4638867,0.4195652,0.49358076,0.38909984,0.44814315,0.38577592,0.40758973,0.47115052,0.45987213,0.464315,0.4047773,0.41936964,0.43235695,0.4552663,0.43786335,0.4355088,0.38558576,0.42790312,0.47121012,0.46039885,0.38427466,0.42781556,0.4057075,0.4357207,0.48120573
B cell receptor signaling pathway,0.45525408,0.4962885,0.45069507,0.5350487,0.45911527,0.5178354,0.46364576,0.47788006,0.508818,0.52411604,0.48417786,0.513326,0.47009695,0.48833826,0.52877367,0.5595383,0.49494368,0.50762326,0.43261817,0.47997367,0.48869464,0.5027089,0.5254382,0.4862329,0.48589206,0.5187645,0.4995471,0.50928515,0.53740966,0.4930034,0.48878193,0.5325929,0.5209623,0.5058527,0.5150941,0.51944125,0.52028173,0.608867
Immunoglobulin production,0.54977506,0.5454954,0.5263165,0.5236345,0.5490544,0.572082,0.51561105,0.5100579,0.500871,0.5281162,0.49796295,0.5084569,0.5162706,0.45216367,0.50306135,0.5590964,0.47580644,0.55695486,0.4884334,0.49574947,0.4688446,0.49055076,0.4745782,0.4862482,0.51168275,0.50193584,0.6148723,0.60434175,0.4998423,0.50916255,0.49862957,0.5188662,0.48167506,0.5107157,0.45780474,0.50883484,0.5045949,0.5009312
Antigen receptor-mediated signaling pathway,0.5592488,0.5798096,0.5564662,0.60881585,0.5494224,0.62087965,0.57522595,0.5891657,0.61224264,0.62112844,0.58910286,0.6055847,0.61951715,0.5327534,0.6257806,0.6458975,0.60293734,0.5819199,0.54539454,0.5759991,0.5748925,0.569626,0.6067592,0.57210994,0.5941079,0.6116082,0.6359005,0.6340562,0.62626356,0.6240418,0.6031237,0.63038385,0.5964222,0.6060868,0.6074934,0.6165937,0.6000544,0.688949
Positive regulation of T cell activation,0.45339328,0.48167592,0.48791087,0.5354818,0.47606003,0.5417294,0.45443803,0.5091841,0.5774025,0.53246045,0.51504946,0.53283113,0.544815,0.5521637,0.53431094,0.61483324,0.50561535,0.56409395,0.53248703,0.58899164,0.55954707,0.554441,0.5447627,0.5252083,0.5459016,0.5754542,0.56846654,0.574359,0.55313474,0.5213756,0.5861911,0.5831863,0.5705161,0.51282436,0.52128947,0.5715362,0.537871,0.61387104
Signal,0.35474986,0.34171194,0.37389782,0.37979946,0.3719402,0.39384517,0.34160426,0.39692208,0.41420922,0.38658467,0.37160316,0.39233804,0.39921373,0.3738192,0.38537768,0.41893297,0.35570133,0.4266454,0.32396305,0.37269554,0.4263738,0.3758844,0.3899765,0.35085827,0.3535627,0.39616472,0.37724596,0.36131042,0.40510154,0.37562054,0.39558446,0.42034745,0.3929281,0.36787182,0.40025485,0.38750148,0.38825154,0.4256301
Disulfide bond,0.5620911,0.50570005,0.56272054,0.5475831,0.52301073,0.55639243,0.5179763,0.542637,0.55558246,0.52687985,0.53901577,0.5421443,0.59344983,0.56559753,0.51636547,0.5582537,0.50165707,0.5314281,0.49882504,0.5147428,0.55459785,0.5413368,0.53701246,0.49483842,0.5238873,0.54138255,0.55707574,0.51754355,0.55106944,0.55062264,0.5576119,0.54617304,0.5402455,0.5002972,0.53882396,0.5621766,0.55660826,0.5412254
B-cell antigen receptor complex-associated protein alpha/beta chain,0.4842879,0.49494702,0.46246362,0.5073144,0.501369,0.5375692,0.46628702,0.49420983,0.5262672,0.5341152,0.49843216,0.49970376,0.49540308,0.49632752,0.5386509,0.5394826,0.48317337,0.5313616,0.4630313,0.51677555,0.5229619,0.55092674,0.5148218,0.5160841,0.5103198,0.50877136,0.5617343,0.545044,0.53218585,0.501343,0.5157015,0.5804734,0.5254146,0.5146999,0.54123855,0.5133247,0.530933,0.6047232
Cell surface receptor signaling pathway,0.45144814,0.5001898,0.45511574,0.51472974,0.46149683,0.52181023,0.4667294,0.48984832,0.52655333,0.53428745,0.49428046,0.5267137,0.487881,0.4700456,0.53444564,0.5562676,0.4996031,0.5200759,0.44338942,0.48900628,0.49860245,0.4981888,0.52369,0.4891853,0.47924596,0.5299727,0.5035144,0.5121308,0.541999,0.5078996,0.5247122,0.5279057,0.52637744,0.5369986,0.5306487,0.52525294,0.5174602,0.6258967
Immunological synapse formation,0.5359002,0.56393635,0.5641992,0.6264641,0.5777275,0.578881,0.5349301,0.6037078,0.6006942,0.5887058,0.5838648,0.59720975,0.6102948,0.5159864,0.58366835,0.63423306,0.5637317,0.64556533,0.57536876,0.60560894,0.58862424,0.56835073,0.56180304,0.5800205,0.58793473,0.6055519,0.6810869,0.64640874,0.5653492,0.573902,0.5829401,0.59485084,0.5621486,0.5675587,0.5559398,0.627728,0.5831261,0.5628005
Regulation of immune response,0.51414627,0.53143936,0.5249454,0.581429,0.53495157,0.5654721,0.49651057,0.55216366,0.58488005,0.5659666,0.5535484,0.57609606,0.5946834,0.56160605,0.57476026,0.6151583,0.51401234,0.60253143,0.5598937,0.6440278,0.57019764,0.5847163,0.5982201,0.57244736,0.6070826,0.6045289,0.63800085,0.6794141,0.57865524,0.55938673,0.6188895,0.6352527,0.59020174,0.5433699,0.55097246,0.5896932,0.58216345,0.5993079
CD22 mediated BCR regulation,0.5281178,0.51828635,0.5540752,0.51675,0.45298418,0.5312226,0.52038944,0.5418939,0.57690275,0.5334715,0.52489054,0.5387407,0.5381835,0.5646352,0.5722232,0.61500967,0.5742514,0.6132733,0.49870485,0.544413,0.5590554,0.6000723,0.55556214,0.5424621,0.5667181,0.5508695,0.57946485,0.5778104,0.55893993,0.55126274,0.566975,0.5897409,0.60941195,0.5273849,0.5530443,0.5356772,0.5476286,0.63567233
pre-B cell receptor complex,0.43455338,0.44383916,0.41500857,0.48778033,0.42713702,0.47790852,0.42996866,0.4269973,0.46131194,0.46458668,0.41995907,0.44253713,0.4502042,0.47451895,0.48474234,0.49897593,0.42686015,0.49002013,0.3984099,0.4473309,0.4714201,0.50302243,0.47628194,0.45661807,0.4615829,0.44720516,0.5084949,0.49218458,0.50223327,0.43964356,0.45844075,0.5452621,0.48832977,0.46500733,0.5112293,0.46145457,0.50668126,0.5700254
Unusual infection,0.42830044,0.42155513,0.4818141,0.48464358,0.4747951,0.45983475,0.4554104,0.45140028,0.4670206,0.4721592,0.44244558,0.4570157,0.51467615,0.40551525,0.48195267,0.4687183,0.4209777,0.45573813,0.43396494,0.49201924,0.51052165,0.44742388,0.5093488,0.4450735,0.46332023,0.4618067,0.560504,0.4880849,0.45017377,0.4605826,0.4958095,0.5524076,0.52213246,0.4660778,0.47324717,0.44769222,0.48990005,0.484879
